HORA,Ticket Entrada,Salida,Saldo ticket,Abonados _Entrada,Abonados _Salida,Abonados _Saldo,Mi-fare Entrada,Mi-fare Salida,Mi-fare Saldo,Saldo Total,AP Manual y Perm.,Saldo Final,Real
4/09/2021 21:00:00,3.834,3.611,223,263,257,6,84,80,4,233,194,39,"0,06"
4/09/2021 21:30:00,3.837,3.638,199,271,269,2,84,80,4,205,194,11,"0,02"
4/09/2021 22:00:00,3.837,3.646,191,271,269,2,84,80,4,197,200,-3,"0,00"
5/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
5/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
5/09/2021 8:00:00,11,1,10,0,0,0,0,0,0,10,4,6,"0,01"
5/09/2021 8:30:00,34,2,32,0,1,-1,0,7,-7,24,4,20,"0,03"
5/09/2021 9:00:00,50,9,41,0,1,-1,0,7,-7,33,4,29,"0,04"
5/09/2021 9:30:00,139,20,119,3,1,2,5,7,-2,119,4,115,"0,17"
5/09/2021 10:00:00,231,58,173,4,4,0,10,8,2,175,6,169,"0,25"
5/09/2021 10:30:00,328,115,213,14,11,3,14,13,1,217,6,211,"0,32"
5/09/2021 11:00:00,459,188,271,17,17,0,21,19,2,273,6,267,"0,40"
5/09/2021 11:30:00,582,291,291,23,24,-1,23,23,0,290,6,284,"0,43"
5/09/2021 12:00:00,725,410,315,32,31,1,27,27,0,316,7,309,"0,46"
5/09/2021 12:30:00,920,558,362,39,40,-1,27,30,-3,358,10,348,"0,52"
5/09/2021 13:00:00,1.100,713,387,45,46,-1,35,32,3,389,13,376,"0,57"
5/09/2021 13:30:00,1.267,849,418,57,56,1,39,36,3,422,14,408,"0,61"
5/09/2021 14:00:00,1.433,980,453,66,66,0,42,38,4,457,17,440,"0,66"
5/09/2021 14:30:00,1.619,1.148,471,77,78,-1,47,44,3,473,23,450,"0,68"
5/09/2021 15:00:00,1.761,1.283,478,85,85,0,51,46,5,483,93,390,"0,59"
5/09/2021 15:30:00,1.902,1.400,502,93,92,1,53,47,6,509,150,359,"0,54"
5/09/2021 16:00:00,2.061,1.557,504,103,102,1,56,54,2,507,152,355,"0,53"
5/09/2021 16:30:00,2.239,1.695,544,112,110,2,60,55,5,551,152,399,"0,60"
5/09/2021 17:00:00,2.406,1.868,538,118,115,3,63,58,5,546,155,391,"0,59"
5/09/2021 17:30:00,2.575,2.036,539,124,124,0,72,59,13,552,156,396,"0,60"
5/09/2021 18:00:00,2.731,2.221,510,135,134,1,77,66,11,522,159,363,"0,55"
5/09/2021 18:30:00,2.874,2.378,496,145,144,1,78,70,8,505,161,344,"0,52"
5/09/2021 19:00:00,2.958,2.505,453,156,154,2,82,71,11,466,202,264,"0,40"
5/09/2021 19:30:00,3.042,2.609,433,168,166,2,82,72,10,445,237,208,"0,31"
5/09/2021 20:00:00,3.100,2.715,385,182,179,3,82,74,8,396,242,154,"0,23"
5/09/2021 20:30:00,3.117,2.816,301,194,191,3,82,75,7,311,244,67,"0,10"
5/09/2021 21:00:00,3.128,2.874,254,200,197,3,82,75,7,264,244,20,"0,03"
5/09/2021 21:30:00,3.132,2.901,231,207,205,2,82,75,7,240,247,-7,"-0,01"
5/09/2021 22:00:00,3.133,2.903,230,210,207,3,82,75,7,240,252,-12,"-0,02"
6/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
6/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
6/09/2021 8:00:00,34,3,31,34,1,33,,,0,64,1,63,"0,09"
6/09/2021 8:30:00,93,10,83,44,1,43,2,1,1,127,1,126,"0,19"
6/09/2021 9:00:00,143,38,105,51,1,50,4,1,3,158,1,157,"0,24"
6/09/2021 9:30:00,238,85,153,57,4,53,5,2,3,209,3,206,"0,31"
6/09/2021 10:00:00,333,155,178,62,4,58,7,3,4,240,3,237,"0,36"
6/09/2021 10:30:00,432,223,209,66,9,57,7,6,1,267,8,259,"0,39"
6/09/2021 11:00:00,536,314,222,70,13,57,11,7,4,283,9,274,"0,41"
6/09/2021 11:30:00,646,401,245,77,21,56,16,11,5,306,10,296,"0,45"
6/09/2021 12:00:00,761,503,258,87,29,58,18,14,4,320,13,307,"0,46"
6/09/2021 12:30:00,898,608,290,97,40,57,19,16,3,350,14,336,"0,51"
6/09/2021 13:00:00,1.035,713,322,109,52,57,23,20,3,382,15,367,"0,55"
6/09/2021 13:30:00,1.161,856,305,123,67,56,28,23,5,366,15,351,"0,53"
6/09/2021 14:00:00,1.292,997,295,130,73,57,29,24,5,357,17,340,"0,51"
6/09/2021 14:30:00,1.397,1.123,274,137,81,56,33,25,8,338,23,315,"0,47"
6/09/2021 15:00:00,1.530,1.244,286,155,89,66,36,30,6,358,24,334,"0,50"
6/09/2021 15:30:00,1.647,1.362,285,173,107,66,38,31,7,358,26,332,"0,50"
6/09/2021 16:00:00,1.779,1.491,288,185,124,61,40,33,7,356,28,328,"0,49"
6/09/2021 16:30:00,1.937,1.607,330,198,146,52,47,40,7,389,30,359,"0,54"
6/09/2021 17:00:00,2.088,1.742,346,210,160,50,53,42,11,407,30,377,"0,57"
6/09/2021 17:30:00,2.237,1.883,354,220,181,39,56,43,13,406,35,371,"0,56"
6/09/2021 18:00:00,2.401,2.043,358,238,211,27,60,49,11,396,39,357,"0,54"
6/09/2021 18:30:00,2.565,2.180,385,254,230,24,62,53,9,418,41,377,"0,57"
6/09/2021 19:00:00,2.723,2.350,373,267,244,23,64,56,8,404,47,357,"0,54"
6/09/2021 19:30:00,2.859,2.495,364,284,264,20,67,59,8,392,50,342,"0,51"
6/09/2021 20:00:00,2.930,2.630,300,300,279,21,70,63,7,328,56,272,"0,41"
6/09/2021 20:30:00,2.966,2.777,189,312,295,17,70,66,4,210,59,151,"0,23"
6/09/2021 21:00:00,2.981,2.867,114,326,304,22,70,68,2,138,61,77,"0,12"
6/09/2021 21:30:00,2.986,2.913,73,331,317,14,70,68,2,89,61,28,"0,04"
6/09/2021 22:00:00,2.986,2.920,66,331,327,4,70,68,2,72,61,11,"0,02"
7/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
7/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
7/09/2021 8:00:00,35,2,33,32,5,27,0,15,-15,45,4,41,"0,06"
7/09/2021 8:30:00,111,12,99,45,5,40,1,16,-15,124,4,120,"0,18"
7/09/2021 9:00:00,184,52,132,56,5,51,2,16,-14,169,5,164,"0,25"
7/09/2021 9:30:00,288,103,185,59,6,53,5,16,-11,227,8,219,"0,33"
7/09/2021 10:00:00,380,175,205,67,11,56,7,16,-9,252,10,242,"0,36"
7/09/2021 10:30:00,492,265,227,72,16,56,11,18,-7,276,10,266,"0,40"
7/09/2021 11:00:00,599,349,250,79,24,55,11,22,-11,294,10,284,"0,43"
7/09/2021 11:30:00,707,458,249,88,32,56,15,24,-9,296,13,283,"0,43"
7/09/2021 12:00:00,826,566,260,99,41,58,18,26,-8,310,14,296,"0,45"
7/09/2021 12:30:00,966,661,305,109,54,55,22,28,-6,354,15,339,"0,51"
7/09/2021 13:00:00,1.087,785,302,123,67,56,25,34,-9,349,20,329,"0,49"
7/09/2021 13:30:00,1.217,912,305,131,75,56,27,37,-10,351,21,330,"0,50"
7/09/2021 14:00:00,1.336,1.026,310,148,91,57,30,39,-9,358,24,334,"0,50"
7/09/2021 14:30:00,1.444,1.177,267,163,107,56,34,42,-8,315,32,283,"0,43"
7/09/2021 15:00:00,1.548,1.274,274,185,122,63,37,46,-9,328,33,295,"0,44"
7/09/2021 15:30:00,1.654,1.381,273,197,135,62,38,49,-11,324,35,289,"0,43"
7/09/2021 16:00:00,1.786,1.497,289,207,149,58,42,50,-8,339,36,303,"0,46"
7/09/2021 16:30:00,1.917,1.615,302,220,169,51,45,52,-7,346,36,310,"0,47"
7/09/2021 17:00:00,2.076,1.737,339,230,185,45,49,56,-7,377,38,339,"0,51"
7/09/2021 17:30:00,2.227,1.855,372,244,202,42,53,59,-6,408,45,363,"0,55"
7/09/2021 18:00:00,2.374,1.999,375,255,224,31,55,63,-8,398,51,347,"0,52"
7/09/2021 18:30:00,2.538,2.172,366,269,249,20,57,67,-10,376,51,325,"0,49"
7/09/2021 19:00:00,2.689,2.300,389,279,260,19,61,68,-7,401,53,348,"0,52"
7/09/2021 19:30:00,2.816,2.447,369,292,279,13,65,71,-6,376,55,321,"0,48"
7/09/2021 20:00:00,2.872,2.598,274,304,291,13,66,76,-10,277,60,217,"0,33"
7/09/2021 20:30:00,2.898,2.713,185,309,298,11,66,79,-13,183,61,122,"0,18"
7/09/2021 21:00:00,2.910,2.808,102,325,311,14,66,79,-13,103,63,40,"0,06"
7/09/2021 21:30:00,2.912,2.847,65,334,322,12,66,79,-13,64,66,-2,"0,00"
7/09/2021 22:00:00,2.914,2.851,63,335,328,7,66,79,-13,57,66,-9,"-0,01"
8/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
8/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
8/09/2021 8:00:00,42,3,39,29,5,24,,2,-2,61,4,57,"0,09"
8/09/2021 8:30:00,89,11,78,45,5,40,3,2,1,119,4,115,"0,17"
8/09/2021 9:00:00,168,50,118,50,5,45,5,4,1,164,4,160,"0,24"
8/09/2021 9:30:00,248,105,143,56,7,49,6,7,-1,191,4,187,"0,28"
8/09/2021 10:00:00,341,161,180,60,9,51,8,7,1,232,4,228,"0,34"
8/09/2021 10:30:00,443,244,199,68,14,54,13,9,4,257,5,252,"0,38"
8/09/2021 11:00:00,564,324,240,75,21,54,16,11,5,299,5,294,"0,44"
8/09/2021 11:30:00,681,421,260,81,27,54,19,12,7,321,9,312,"0,47"
8/09/2021 12:00:00,797,518,279,92,37,55,23,17,6,340,10,330,"0,50"
8/09/2021 12:30:00,924,639,285,101,46,55,27,21,6,346,13,333,"0,50"
8/09/2021 13:00:00,1.042,750,292,114,59,55,32,25,7,354,16,338,"0,51"
8/09/2021 13:30:00,1.159,865,294,124,69,55,34,30,4,353,19,334,"0,50"
8/09/2021 14:00:00,1.283,999,284,136,79,57,42,35,7,348,19,329,"0,49"
8/09/2021 14:30:00,1.399,1.130,269,151,90,61,45,39,6,336,22,314,"0,47"
8/09/2021 15:00:00,1.512,1.233,279,167,103,64,50,43,7,350,23,327,"0,49"
8/09/2021 15:30:00,1.621,1.357,264,181,112,69,52,46,6,339,24,315,"0,47"
8/09/2021 16:00:00,1.748,1.472,276,191,132,59,55,54,1,336,26,310,"0,47"
8/09/2021 16:30:00,1.907,1.591,316,200,145,55,57,56,1,372,30,342,"0,51"
8/09/2021 17:00:00,2.057,1.715,342,209,159,50,65,59,6,398,30,368,"0,55"
8/09/2021 17:30:00,2.192,1.845,347,222,180,42,68,63,5,394,32,362,"0,54"
8/09/2021 18:00:00,2.332,1.982,350,235,209,26,71,67,4,380,38,342,"0,51"
8/09/2021 18:30:00,2.486,2.120,366,251,232,19,73,71,2,387,43,344,"0,52"
8/09/2021 19:00:00,2.641,2.271,370,259,242,17,79,74,5,392,43,349,"0,52"
8/09/2021 19:30:00,2.749,2.393,356,274,255,19,83,76,7,382,46,336,"0,51"
8/09/2021 20:00:00,2.822,2.547,275,284,267,17,85,80,5,297,50,247,"0,37"
8/09/2021 20:30:00,2.867,2.687,180,296,282,14,85,84,1,195,50,145,"0,22"
8/09/2021 21:00:00,2.884,2.782,102,315,299,16,85,86,-1,117,52,65,"0,10"
8/09/2021 21:30:00,2.888,2.829,59,319,310,9,85,87,-2,66,53,13,"0,02"
8/09/2021 22:00:00,2.888,2.836,52,319,314,5,85,87,-2,55,53,2,"0,00"
9/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
9/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
9/09/2021 8:00:00,44,1,43,36,4,32,0,0,0,75,1,74,"0,11"
9/09/2021 8:30:00,116,19,97,50,5,45,0,0,0,142,1,141,"0,21"
9/09/2021 9:00:00,209,69,140,60,5,55,2,0,2,197,3,194,"0,29"
9/09/2021 9:30:00,285,123,162,66,5,61,2,1,1,224,3,221,"0,33"
9/09/2021 10:00:00,393,194,199,69,8,61,5,2,3,263,3,260,"0,39"
9/09/2021 10:30:00,509,257,252,73,14,59,10,3,7,318,3,315,"0,47"
9/09/2021 11:00:00,640,355,285,83,21,62,10,8,2,349,4,345,"0,52"
9/09/2021 11:30:00,758,454,304,93,31,62,16,11,5,371,6,365,"0,55"
9/09/2021 12:00:00,871,554,317,106,40,66,17,16,1,384,7,377,"0,57"
9/09/2021 12:30:00,1.009,670,339,117,49,68,19,17,2,409,10,399,"0,60"
9/09/2021 13:00:00,1.136,797,339,124,64,60,24,18,6,405,14,391,"0,59"
9/09/2021 13:30:00,1.262,937,325,139,74,65,26,20,6,396,16,380,"0,57"
9/09/2021 14:00:00,1.369,1.074,295,150,87,63,27,22,5,363,19,344,"0,52"
9/09/2021 14:30:00,1.510,1.212,298,163,97,66,31,23,8,372,25,347,"0,52"
9/09/2021 15:00:00,1.628,1.319,309,176,109,67,35,28,7,383,27,356,"0,54"
9/09/2021 15:30:00,1.756,1.452,304,190,124,66,40,29,11,381,28,353,"0,53"
9/09/2021 16:00:00,1.908,1.590,318,204,144,60,42,32,10,388,31,357,"0,54"
9/09/2021 16:30:00,2.049,1.715,334,212,157,55,45,37,8,397,34,363,"0,55"
9/09/2021 17:00:00,2.233,1.839,394,222,174,48,47,40,7,449,40,409,"0,62"
9/09/2021 17:30:00,2.387,1.988,399,230,184,46,50,41,9,454,42,412,"0,62"
9/09/2021 18:00:00,2.546,2.138,408,239,212,27,59,47,12,447,43,404,"0,61"
9/09/2021 18:30:00,2.696,2.303,393,250,230,20,64,51,13,426,51,375,"0,56"
9/09/2021 19:00:00,2.816,2.470,346,260,241,19,66,57,9,374,51,323,"0,49"
9/09/2021 19:30:00,2.906,2.612,294,271,253,18,68,62,6,318,53,265,"0,40"
9/09/2021 20:00:00,2.966,2.750,216,281,264,17,69,64,5,238,56,182,"0,27"
9/09/2021 20:30:00,2.988,2.864,124,293,279,14,70,68,2,140,58,82,"0,12"
9/09/2021 21:00:00,2.992,2.908,84,296,281,15,71,70,1,100,63,37,"0,06"
9/09/2021 21:30:00,2.994,2.927,67,297,288,9,71,70,1,77,64,13,"0,02"
9/09/2021 22:00:00,2.994,2.930,64,299,293,6,71,70,1,71,77,-6,"-0,01"
10/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
10/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
10/09/2021 8:00:00,44,2,42,34,3,31,1,1,0,73,5,68,"0,10"
10/09/2021 8:30:00,119,12,107,47,3,44,2,1,1,152,6,146,"0,22"
10/09/2021 9:00:00,190,57,133,56,3,53,2,1,1,187,6,181,"0,27"
10/09/2021 9:30:00,279,115,164,62,4,58,4,1,3,225,7,218,"0,33"
10/09/2021 10:00:00,381,192,189,66,5,61,8,2,6,256,9,247,"0,37"
10/09/2021 10:30:00,511,262,249,70,11,59,12,6,6,314,9,305,"0,46"
10/09/2021 11:00:00,637,375,262,82,21,61,14,8,6,329,11,318,"0,48"
10/09/2021 11:30:00,779,475,304,95,32,63,17,14,3,370,13,357,"0,54"
10/09/2021 12:00:00,915,603,312,104,42,62,20,18,2,376,13,363,"0,55"
10/09/2021 12:30:00,1.053,729,324,119,55,64,23,20,3,391,15,376,"0,57"
10/09/2021 13:00:00,1.205,876,329,133,68,65,28,22,6,400,18,382,"0,57"
10/09/2021 13:30:00,1.356,1.005,351,143,78,65,31,25,6,422,20,402,"0,60"
10/09/2021 14:00:00,1.504,1.162,342,153,91,62,35,26,9,413,22,391,"0,59"
10/09/2021 14:30:00,1.650,1.315,335,165,102,63,40,30,10,408,23,385,"0,58"
10/09/2021 15:00:00,1.786,1.445,341,184,118,66,47,36,11,418,25,393,"0,59"
10/09/2021 15:30:00,1.921,1.599,322,200,135,65,51,42,9,396,25,371,"0,56"
10/09/2021 16:00:00,2.068,1.743,325,211,154,57,54,47,7,389,27,362,"0,54"
10/09/2021 16:30:00,2.254,1.881,373,224,175,49,58,51,7,429,34,395,"0,59"
10/09/2021 17:00:00,2.412,2.025,387,232,199,33,61,53,8,428,36,392,"0,59"
10/09/2021 17:30:00,2.591,2.184,407,241,215,26,62,55,7,440,39,401,"0,60"
10/09/2021 18:00:00,2.757,2.361,396,254,230,24,68,61,7,427,41,386,"0,58"
10/09/2021 18:30:00,2.924,2.529,395,226,247,-21,73,63,10,384,44,340,"0,51"
10/09/2021 19:00:00,3.068,2.696,372,277,261,16,77,66,11,399,46,353,"0,53"
10/09/2021 19:30:00,3.172,2.839,333,292,272,20,77,68,9,362,48,314,"0,47"
10/09/2021 20:00:00,3.242,2.984,258,309,293,16,81,71,10,284,52,232,"0,35"
10/09/2021 20:30:00,3.278,3.137,141,319,307,12,83,76,7,160,55,105,"0,16"
10/09/2021 21:00:00,3.283,3.183,100,337,322,15,84,78,6,121,57,64,"0,10"
10/09/2021 21:30:00,3.284,3.209,75,340,328,12,84,79,5,92,58,34,"0,05"
10/09/2021 22:00:00,3.285,3.222,63,338,334,4,84,81,3,70,79,-9,"-0,01"
11/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
11/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
11/09/2021 8:00:00,68,2,66,0,3,-3,0,4,-4,59,3,56,"0,08"
11/09/2021 8:30:00,123,14,109,0,3,-3,0,4,-4,102,3,99,"0,15"
11/09/2021 9:00:00,211,35,176,0,3,-3,1,4,-3,170,3,167,"0,25"
11/09/2021 9:30:00,310,87,223,1,3,-2,3,4,-1,220,3,217,"0,33"
11/09/2021 10:00:00,430,152,278,4,5,-1,7,4,3,280,3,277,"0,42"
11/09/2021 10:30:00,595,235,360,11,12,-1,11,7,4,363,5,358,"0,54"
11/09/2021 11:00:00,767,368,399,17,21,-4,16,10,6,401,7,394,"0,59"
11/09/2021 11:30:00,945,515,430,28,30,-2,22,14,8,436,9,427,"0,64"
11/09/2021 12:00:00,1.122,655,467,39,38,1,26,19,7,475,12,463,"0,70"
11/09/2021 12:30:00,1.330,806,524,51,53,-2,29,20,9,531,48,483,"0,73"
11/09/2021 13:00:00,1.542,927,615,64,64,0,34,20,14,629,151,478,"0,72"
11/09/2021 13:30:00,1.742,1.083,659,81,81,0,39,21,18,677,186,491,"0,74"
11/09/2021 14:00:00,1.943,1.237,706,89,91,-2,45,24,21,725,245,480,"0,72"
11/09/2021 14:30:00,2.131,1.299,832,96,95,1,46,25,21,854,402,452,"0,68"
11/09/2021 15:00:00,2.290,1.453,837,111,109,2,52,31,21,860,419,441,"0,66"
11/09/2021 15:30:00,2.464,1.595,869,119,118,1,53,33,20,890,430,460,"0,69"
11/09/2021 16:00:00,2.684,1.706,978,134,131,3,58,33,25,1.006,478,528,"0,79"
11/09/2021 16:30:00,2.876,1.788,1.088,149,138,11,61,35,26,1.125,616,509,"0,77"
11/09/2021 17:00:00,3.068,1.857,1.211,163,144,19,68,35,33,1.263,796,467,"0,70"
11/09/2021 17:30:00,3.266,1.919,1.347,174,148,26,73,37,36,1.409,956,453,"0,68"
11/09/2021 18:00:00,3.451,2.009,1.442,190,157,33,83,43,40,1.515,1.029,486,"0,73"
11/09/2021 18:30:00,3.619,2.123,1.496,203,166,37,87,43,44,1.577,1.131,446,"0,67"
11/09/2021 19:00:00,3.737,2.238,1.499,222,185,37,92,46,46,1.582,1.218,364,"0,55"
11/09/2021 19:30:00,3.836,2.338,1.498,241,198,43,94,47,47,1.588,1.288,300,"0,45"
11/09/2021 20:00:00,3.890,2.444,1.446,253,207,46,94,48,46,1.538,1.330,208,"0,31"
11/09/2021 20:30:00,3.920,2.558,1.362,267,217,50,95,52,43,1.455,1.354,101,"0,15"
11/09/2021 21:00:00,3.926,2.622,1.304,269,224,45,95,52,43,1.392,1.357,35,"0,05"
11/09/2021 21:30:00,3.928,2.653,1.275,272,227,45,95,52,43,1.363,1.358,5,"0,01"
11/09/2021 22:00:00,3.930,2.660,1.270,273,227,46,95,52,43,1.359,1.365,-6,"-0,01"
12/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
12/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/09/2021 8:00:00,26,0,26,0,0,0,0,0,0,26,2,24,"0,04"
12/09/2021 8:30:00,48,6,42,0,10,-10,0,0,0,32,2,30,"0,05"
12/09/2021 9:00:00,82,14,68,0,10,-10,1,0,1,59,4,55,"0,08"
12/09/2021 9:30:00,198,30,168,3,10,-7,3,0,3,164,5,159,"0,24"
12/09/2021 10:00:00,304,81,223,6,13,-7,3,1,2,218,6,212,"0,32"
12/09/2021 10:30:00,428,162,266,12,18,-6,13,3,10,270,7,263,"0,40"
12/09/2021 11:00:00,578,255,323,16,21,-5,16,6,10,328,8,320,"0,48"
12/09/2021 11:30:00,771,384,387,22,27,-5,20,11,9,391,12,379,"0,57"
12/09/2021 12:00:00,942,509,433,32,39,-7,23,12,11,437,14,423,"0,64"
12/09/2021 12:30:00,1.173,657,516,43,50,-7,25,16,9,518,16,502,"0,75"
12/09/2021 13:00:00,1.390,832,558,55,60,-5,31,21,10,563,19,544,"0,82"
12/09/2021 13:30:00,1.605,1.006,599,67,70,-3,37,22,15,611,56,555,"0,83"
12/09/2021 14:00:00,1.784,1.063,721,74,74,0,41,23,18,739,205,534,"0,80"
12/09/2021 14:30:00,1.925,1.134,791,85,80,5,46,23,23,819,370,449,"0,68"
12/09/2021 15:00:00,2.082,1.202,880,94,85,9,47,25,22,911,562,349,"0,52"
12/09/2021 15:30:00,2.251,1.247,1.004,107,89,18,50,25,25,1.047,671,376,"0,57"
12/09/2021 16:00:00,2.428,1.299,1.129,121,95,26,53,25,28,1.183,779,404,"0,61"
12/09/2021 16:30:00,2.639,1.355,1.284,135,98,37,56,25,31,1.352,891,461,"0,69"
12/09/2021 17:00:00,2.826,1.484,1.342,147,110,37,63,27,36,1.415,937,478,"0,72"
12/09/2021 17:30:00,3.011,1.622,1.389,161,118,43,67,28,39,1.471,1.044,427,"0,64"
12/09/2021 18:00:00,3.218,1.724,1.494,177,127,50,71,77,-6,1.538,1.132,406,"0,61"
12/09/2021 18:30:00,3.394,1.841,1.553,183,132,51,72,80,-8,1.596,1.189,407,"0,61"
12/09/2021 19:00:00,3.518,1.971,1.547,194,138,56,78,80,-2,1.601,1.222,379,"0,57"
12/09/2021 19:30:00,3.614,2.160,1.454,202,150,52,80,87,-7,1.499,1.231,268,"0,40"
12/09/2021 20:00:00,3.667,2.321,1.346,215,163,52,81,93,-12,1.386,1.232,154,"0,23"
12/09/2021 20:30:00,3.694,2.450,1.244,232,179,53,82,94,-12,1.285,1.239,46,"0,07"
12/09/2021 21:00:00,3.705,2.512,1.193,246,188,58,82,94,-12,1.239,1.240,-1,"0,00"
12/09/2021 21:30:00,3.705,2.549,1.156,249,196,53,82,96,-14,1.195,1.240,-45,"-0,07"
12/09/2021 22:00:00,3.708,2.553,1.155,249,196,53,82,96,-14,1.194,1.249,-55,"-0,08"
13/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
13/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/09/2021 8:00:00,44,2,42,37,1,36,1,33,-32,46,1,45,"0,07"
13/09/2021 8:30:00,98,7,91,53,1,52,1,34,-33,110,1,109,"0,16"
13/09/2021 9:00:00,155,46,109,58,2,56,2,34,-32,133,1,132,"0,20"
13/09/2021 9:30:00,240,101,139,67,3,64,5,35,-30,173,4,169,"0,25"
13/09/2021 10:00:00,338,156,182,73,7,66,6,36,-30,218,6,212,"0,32"
13/09/2021 10:30:00,452,218,234,86,17,69,13,38,-25,278,7,271,"0,41"
13/09/2021 11:00:00,576,315,261,92,22,70,16,42,-26,305,8,297,"0,45"
13/09/2021 11:30:00,704,409,295,99,33,66,19,46,-27,334,10,324,"0,49"
13/09/2021 12:00:00,837,527,310,112,45,67,21,50,-29,348,12,336,"0,51"
13/09/2021 12:30:00,1.002,637,365,124,58,66,26,51,-25,406,14,392,"0,59"
13/09/2021 13:00:00,1.151,791,360,137,68,69,30,55,-25,404,16,388,"0,58"
13/09/2021 13:30:00,1.302,969,333,146,78,68,31,60,-29,372,18,354,"0,53"
13/09/2021 14:00:00,1.432,1.097,335,160,96,64,34,63,-29,370,19,351,"0,53"
13/09/2021 14:30:00,1.553,1.240,313,168,107,61,36,66,-30,344,24,320,"0,48"
13/09/2021 15:00:00,1.691,1.380,311,183,111,72,41,68,-27,356,27,329,"0,49"
13/09/2021 15:30:00,1.829,1.514,315,200,129,71,45,71,-26,360,29,331,"0,50"
13/09/2021 16:00:00,1.969,1.627,342,216,152,64,50,72,-22,384,29,355,"0,53"
13/09/2021 16:30:00,2.132,1.774,358,228,166,62,55,77,-22,398,32,366,"0,55"
13/09/2021 17:00:00,2.283,1.923,360,239,185,54,58,81,-23,391,34,357,"0,54"
13/09/2021 17:30:00,2.461,2.071,390,250,208,42,63,86,-23,409,37,372,"0,56"
13/09/2021 18:00:00,2.647,2.229,418,262,230,32,70,91,-21,429,40,389,"0,58"
13/09/2021 18:30:00,2.828,2.402,426,273,249,24,73,97,-24,426,41,385,"0,58"
13/09/2021 19:00:00,3.002,2.568,434,286,264,22,77,101,-24,432,46,386,"0,58"
13/09/2021 19:30:00,3.148,2.729,419,298,278,20,81,105,-24,415,51,364,"0,55"
13/09/2021 20:00:00,3.251,2.906,345,306,289,17,82,112,-30,332,54,278,"0,42"
13/09/2021 20:30:00,3.295,3.064,231,323,308,15,83,113,-30,216,72,144,"0,22"
13/09/2021 21:00:00,3.309,3.175,134,339,323,16,83,115,-32,118,75,43,"0,06"
13/09/2021 21:30:00,3.315,3.226,89,341,326,15,83,116,-33,71,76,-5,"-0,01"
13/09/2021 22:00:00,3.317,3.233,84,341,344,-3,83,116,-33,48,90,-42,"-0,06"
14/09/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
14/09/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/09/2021 8:00:00,45,1,44,39,5,34,0,0,0,78,0,78,"0,12"
14/09/2021 8:30:00,107,14,93,52,6,46,1,0,1,140,2,138,"0,21"
14/09/2021 9:00:00,183,47,136,59,7,52,4,0,4,192,5,187,"0,28"
14/09/2021 9:30:00,278,103,175,64,9,55,6,1,5,235,5,230,"0,35"
14/09/2021 10:00:00,390,174,216,70,13,57,8,5,3,276,6,270,"0,41"
14/09/2021 10:30:00,525,269,256,80,22,58,9,6,3,317,7,310,"0,47"
14/09/2021 11:00:00,665,373,292,87,26,61,14,8,6,359,10,349,"0,52"
14/09/2021 11:30:00,792,494,298,95,35,60,16,9,7,365,11,354,"0,53"
14/09/2021 12:00:00,948,600,348,107,46,61,19,17,2,411,12,399,"0,60"
14/09/2021 12:30:00,1.103,725,378,122,58,64,22,18,4,446,14,432,"0,65"
14/09/2021 13:00:00,1.272,875,397,131,69,62,22,20,2,461,18,443,"0,67"
14/09/2021 13:30:00,1.422,1.033,389,145,82,63,26,22,4,456,19,437,"0,66"
14/09/2021 14:00:00,1.571,1.184,387,155,95,60,30,24,6,453,23,430,"0,65"
14/09/2021 14:30:00,1.702,1.344,358,166,108,58,35,27,8,424,23,401,"0,60"
14/09/2021 15:00:00,1.824,1.501,323,180,118,62,37,32,5,390,25,365,"0,55"
14/09/2021 15:30:00,1.979,1.626,353,195,137,58,39,35,4,415,26,389,"0,58"
14/09/2021 16:00:00,2.122,1.757,365,204,147,57,40,35,5,427,28,399,"0,60"
14/09/2021 16:30:00,2.276,1.901,375,216,164,52,42,37,5,432,30,402,"0,60"
14/09/2021 17:00:00,2.433,2.048,385,226,182,44,45,40,5,434,32,402,"0,60"
