HORA,Ticket Entrada,Salida,Saldo ticket,Abonados _Entrada,Abonados _Salida,Abonados _Saldo,Mi-fare Entrada,Mi-fare Salida,Mi-fare Saldo,Saldo Total,AP Manual y Perm.,Saldo Final,Real
12/04/2021 11:00:00,738,398,340,23,15,8,0,0,0,348,6,342,"0,53"
12/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 12:00:00,996,645,351,30,22,8,0,0,0,359,8,351,"0,55"
12/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 13:00:00,1.234,905,329,42,34,8,0,0,0,337,9,328,"0,51"
12/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 14:00:00,1.479,1.152,327,53,47,6,0,0,0,333,10,323,"0,50"
12/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 15:00:00,1.689,1.393,296,74,69,5,1,0,1,302,13,289,"0,45"
12/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 16:00:00,1.905,1.612,293,94,86,8,2,0,2,303,13,290,"0,45"
12/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 17:00:00,2.141,1.833,308,110,104,6,2,2,0,314,13,301,"0,47"
12/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 18:00:00,2.351,2.089,262,130,121,9,3,3,0,271,15,256,"0,40"
12/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 19:00:00,2.381,2.319,62,135,132,3,3,3,0,65,15,50,"0,08"
12/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
12/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 8:00:00,97,2,95,2,2,0,,,0,95,10,85,"0,13"
13/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 9:00:00,290,51,239,7,0,7,0,0,0,246,10,236,"0,37"
13/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 10:00:00,518,212,306,11,4,7,0,0,0,313,10,303,"0,47"
13/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 11:00:00,821,415,406,18,12,6,1,0,1,413,13,400,"0,62"
13/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 12:00:00,1.130,705,425,33,23,10,1,1,0,435,17,418,"0,65"
13/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 13:00:00,1.415,1.006,409,57,50,7,2,1,1,417,17,400,"0,62"
13/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 14:00:00,1.687,1.301,386,82,77,5,2,1,1,392,21,371,"0,58"
13/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 15:00:00,1.925,1.591,334,107,101,6,4,4,0,340,22,318,"0,49"
13/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 16:00:00,2.159,1.856,303,125,116,9,6,4,2,314,22,292,"0,45"
13/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 17:00:00,2.415,2.082,333,136,128,8,6,6,0,341,28,313,"0,49"
13/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 18:00:00,2.610,2.353,257,150,143,7,7,6,1,265,33,232,"0,36"
13/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 19:00:00,2.610,2.382,228,167,164,3,7,7,0,231,37,194,"0,30"
13/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
13/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 7:00:00,31,2,29,2,0,2,0,0,0,31,7,24,"0,04"
14/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 8:00:00,101,6,95,2,0,2,0,0,0,97,9,88,"0,14"
14/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 9:00:00,319,61,258,8,1,7,1,0,1,266,9,257,"0,40"
14/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 10:00:00,552,238,314,15,6,9,2,1,1,324,10,314,"0,49"
14/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 11:00:00,828,463,365,19,12,7,2,1,1,373,11,362,"0,56"
14/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 12:00:00,1.095,697,398,35,28,7,2,1,1,406,17,389,"0,60"
14/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 13:00:00,1.359,985,374,51,43,8,2,2,0,382,20,362,"0,56"
14/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 14:00:00,1.598,1.234,364,62,53,9,3,2,1,374,24,350,"0,54"
14/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 15:00:00,1.791,1.500,291,83,74,9,3,3,0,300,28,272,"0,42"
14/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 16:00:00,2.010,1.718,292,98,89,9,3,3,0,301,33,268,"0,42"
14/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 17:00:00,2.235,1.931,304,106,99,7,3,3,0,311,33,278,"0,43"
14/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 18:00:00,2.437,2.187,250,119,112,7,4,3,1,258,37,221,"0,34"
14/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 19:00:00,2.450,2.400,50,135,135,0,4,4,0,50,41,9,"0,01"
14/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
14/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 8:00:00,85,1,84,21,3,18,0,0,0,102,5,97,"0,15"
15/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 9:00:00,282,63,219,26,4,22,0,0,0,241,5,236,"0,37"
15/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 10:00:00,526,218,308,34,9,25,0,0,0,333,5,328,"0,51"
15/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 11:00:00,836,445,391,44,18,26,2,0,2,419,6,413,"0,64"
15/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 12:00:00,1.168,791,377,62,41,21,2,1,1,399,11,388,"0,60"
15/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 13:00:00,1.534,1.109,425,88,63,25,4,2,2,452,14,438,"0,68"
15/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 14:00:00,1.842,1.462,380,112,83,29,5,3,2,411,16,395,"0,61"
15/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 15:00:00,2.113,1.791,322,140,113,27,7,4,3,352,21,331,"0,51"
15/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 16:00:00,2.385,2.030,355,160,138,22,8,7,1,378,26,352,"0,55"
15/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 17:00:00,2.672,2.319,353,170,154,16,10,9,1,370,28,342,"0,53"
15/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 18:00:00,2.904,2.619,285,197,183,14,11,9,2,301,29,272,"0,42"
15/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 19:00:00,2.931,2.856,75,220,214,6,11,11,0,81,30,51,"0,08"
15/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
15/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 8:00:00,88,1,87,19,0,19,0,0,0,106,3,103,"0,16"
16/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 9:00:00,302,54,248,23,1,22,0,0,0,270,3,267,"0,42"
16/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 10:00:00,594,235,359,30,7,23,1,0,1,383,4,379,"0,59"
16/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 11:00:00,885,508,377,36,11,25,1,0,1,403,7,396,"0,62"
16/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 12:00:00,1.226,768,458,52,26,26,2,0,2,486,13,473,"0,74"
16/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 13:00:00,1.539,1.091,448,79,52,27,2,2,0,475,14,461,"0,72"
16/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 14:00:00,1.861,1.416,445,100,74,26,3,2,1,472,20,452,"0,70"
16/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 15:00:00,2.158,1.759,399,125,109,16,4,4,0,415,28,387,"0,60"
16/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 16:00:00,2.483,2.043,440,147,137,10,5,5,0,450,32,418,"0,65"
16/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 17:00:00,2.900,2.384,516,166,161,5,8,5,3,524,35,489,"0,76"
16/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 18:00:00,3.212,2.759,453,183,179,4,8,6,2,459,38,421,"0,65"
16/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 19:00:00,3.249,3.093,156,201,203,-2,8,8,0,154,45,109,"0,17"
16/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
16/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 8:00:00,82,2,80,0,2,-2,0,0,0,78,3,75,"0,12"
17/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 9:00:00,288,44,244,2,3,-1,1,1,0,243,3,240,"0,37"
17/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 10:00:00,587,213,374,11,10,1,1,2,-1,374,6,368,"0,57"
17/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 11:00:00,922,482,440,22,20,2,2,2,0,442,13,429,"0,67"
17/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 12:00:00,1.329,773,556,37,35,2,3,2,1,559,15,544,"0,85"
17/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 13:00:00,1.738,1.206,532,61,60,1,4,5,-1,532,34,498,"0,77"
17/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 14:00:00,2.145,1.559,586,86,83,3,4,5,-1,588,45,543,"0,84"
17/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 15:00:00,2.459,1.972,487,105,103,2,4,5,-1,488,49,439,"0,68"
17/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 16:00:00,2.773,2.293,480,133,130,3,5,5,0,483,50,433,"0,67"
17/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 17:00:00,3.135,2.657,478,154,151,3,6,7,-1,480,53,427,"0,66"
17/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 18:00:00,3.388,3.033,355,169,166,3,6,7,-1,357,57,300,"0,47"
17/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 19:00:00,3.403,3.318,85,197,197,0,7,8,-1,84,58,26,"0,04"
17/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
17/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 8:00:00,31,0,31,0,0,0,0,0,0,31,2,29,"0,05"
18/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 9:00:00,78,22,56,1,0,1,0,0,0,57,2,55,"0,09"
18/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 10:00:00,538,182,356,6,1,5,1,0,1,362,3,359,"0,56"
18/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 11:00:00,897,474,423,12,8,4,1,1,0,427,4,423,"0,66"
18/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 12:00:00,1.324,832,492,21,15,6,2,2,0,498,8,490,"0,76"
18/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 13:00:00,1.731,1.228,503,27,25,2,2,2,0,505,9,496,"0,77"
18/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 14:00:00,2.094,1.637,457,37,32,5,3,3,0,462,11,451,"0,70"
18/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 15:00:00,2.376,1.992,384,49,48,1,3,3,0,385,18,367,"0,57"
18/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 16:00:00,2.615,2.293,322,64,63,1,6,4,2,325,20,305,"0,47"
18/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 17:00:00,2.873,2.540,333,85,80,5,6,5,1,339,21,318,"0,49"
18/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 18:00:00,3.080,2.822,258,98,94,4,8,7,1,263,24,239,"0,37"
18/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 19:00:00,3.086,3.036,50,103,116,-13,8,8,0,37,30,7,"0,01"
18/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
18/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 8:00:00,61,1,60,15,0,15,0,0,0,75,2,73,"0,11"
19/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 9:00:00,225,53,172,20,0,20,0,0,0,192,2,190,"0,30"
19/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 10:00:00,438,173,265,30,5,25,0,0,0,290,4,286,"0,44"
19/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 11:00:00,694,394,300,36,11,25,0,0,0,325,5,320,"0,50"
19/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 12:00:00,965,605,360,57,33,24,1,0,1,385,7,378,"0,59"
19/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 13:00:00,1.230,866,364,85,58,27,1,1,0,391,9,382,"0,59"
19/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 14:00:00,1.443,1.121,322,104,77,27,1,1,0,349,10,339,"0,53"
19/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 15:00:00,1.666,1.358,308,131,103,28,3,1,2,338,13,325,"0,51"
19/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 16:00:00,1.890,1.590,300,147,125,22,5,3,2,324,17,307,"0,48"
19/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 17:00:00,2.148,1.826,322,162,149,13,6,4,2,337,20,317,"0,49"
19/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 18:00:00,2.367,2.105,262,189,179,10,6,5,1,273,20,253,"0,39"
19/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 19:00:00,2.377,2.329,48,213,206,7,6,6,0,55,24,31,"0,05"
19/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
19/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 8:00:00,82,0,82,13,3,10,0,0,0,92,4,88,"0,14"
20/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 9:00:00,261,54,207,20,11,9,0,0,0,216,4,212,"0,33"
20/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 10:00:00,493,225,268,24,15,9,0,0,0,277,6,271,"0,42"
20/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 11:00:00,791,388,403,36,22,14,0,0,0,417,45,372,"0,58"
20/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 12:00:00,1.131,627,504,55,41,14,1,0,1,519,113,406,"0,63"
20/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 13:00:00,1.462,897,565,74,56,18,1,0,1,584,166,418,"0,65"
20/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 14:00:00,1.754,1.139,615,96,81,15,1,0,1,631,225,406,"0,63"
20/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 15:00:00,2.021,1.422,599,120,107,13,3,0,3,615,271,344,"0,53"
20/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 16:00:00,2.294,1.660,634,142,134,8,3,0,3,645,305,340,"0,53"
20/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 17:00:00,2.561,1.886,675,163,156,7,4,0,4,686,344,342,"0,53"
20/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 18:00:00,2.772,2.136,636,183,182,1,7,1,6,643,391,252,"0,39"
20/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 19:00:00,2.781,2.352,429,209,208,1,7,1,6,436,432,4,"0,01"
20/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
20/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 8:00:00,62,0,62,15,1,14,0,0,0,76,8,68,"0,11"
21/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 9:00:00,252,54,198,20,1,19,0,0,0,217,17,200,"0,31"
21/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 10:00:00,475,180,295,28,6,22,1,0,1,318,23,295,"0,46"
21/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 11:00:00,715,361,354,37,16,21,3,0,3,378,45,333,"0,52"
21/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 12:00:00,988,563,425,46,24,22,4,0,4,451,70,381,"0,59"
21/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 13:00:00,1.259,807,452,65,53,12,4,0,4,468,89,379,"0,59"
21/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 14:00:00,1.497,1.026,471,92,77,15,6,7,-1,485,110,375,"0,58"
21/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 15:00:00,1.701,1.271,430,107,103,4,6,7,-1,433,132,301,"0,47"
21/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 16:00:00,1.931,1.493,438,129,131,-2,7,7,0,436,149,287,"0,45"
21/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 17:00:00,2.181,1.705,476,153,155,-2,7,7,0,474,168,306,"0,48"
21/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 18:00:00,2.402,1.952,450,173,177,-4,7,7,0,446,196,250,"0,39"
21/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 19:00:00,2.411,2.162,249,191,199,-8,7,7,0,241,228,13,"0,02"
21/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
21/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 8:00:00,70,0,70,19,10,9,0,0,0,79,20,59,"0,09"
22/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 9:00:00,242,32,210,24,11,13,0,0,0,223,23,200,"0,31"
22/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 10:00:00,489,175,314,32,15,17,0,0,0,331,27,304,"0,47"
22/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 11:00:00,765,396,369,52,36,16,0,0,0,385,38,347,"0,54"
22/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 12:00:00,1.076,666,410,72,52,20,2,0,2,432,56,376,"0,58"
22/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 13:00:00,1.416,958,458,98,77,21,2,0,2,481,74,407,"0,63"
22/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 14:00:00,1.716,1.279,437,124,102,22,2,0,2,461,103,358,"0,56"
22/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 15:00:00,1.970,1.549,421,143,126,17,2,0,2,440,119,321,"0,50"
22/04/2021 15:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 16:00:00,2.260,1.789,471,167,155,12,2,0,2,485,144,341,"0,53"
22/04/2021 16:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 17:00:00,2.560,2.018,542,185,175,10,3,0,3,555,157,398,"0,62"
22/04/2021 17:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 18:00:00,2.802,2.326,476,197,192,5,4,0,4,485,178,307,"0,48"
22/04/2021 18:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 19:00:00,2.809,2.590,219,216,215,1,4,,4,224,206,18,"0,03"
22/04/2021 19:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 20:00:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 20:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 21:00:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 21:30:00,,,0,,,0,,,0,0,,0,"0,00"
22/04/2021 22:00:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 7:00:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 7:30:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 8:00:00,71,0,71,23,2,21,0,0,0,92,5,87,"0,14"
23/04/2021 8:30:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 9:00:00,239,46,193,24,3,21,0,0,0,214,6,208,"0,32"
23/04/2021 9:30:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 10:00:00,461,192,269,30,7,23,0,0,0,292,13,279,"0,43"
23/04/2021 10:30:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 11:00:00,760,391,369,45,19,26,0,0,0,395,20,375,"0,58"
23/04/2021 11:30:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 12:00:00,1.114,637,477,59,35,24,0,0,0,501,37,464,"0,72"
23/04/2021 12:30:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 13:00:00,1.429,921,508,88,60,28,0,0,0,536,57,479,"0,74"
23/04/2021 13:30:00,,,0,,,0,,,0,0,,0,"0,00"
23/04/2021 14:00:00,1.819,1.253,566,117,89,28,1,0,1,595,84,511,"0,79"
23/04/2021 14:30:00,,,0,,,0,,,0,0,,0,"0,00"
